Z,A,E,Theta,omega,sigma,error,citation
6,12,0.961,37.5,0.603,2969.0,108.8,Sealock:1989nx
6,12,0.961,37.5,0.613,2845.0,117.7,Sealock:1989nx
6,12,0.961,37.5,0.623,2942.0,91.68,Sealock:1989nx
6,12,0.961,37.5,0.633,2676.0,109.9,Sealock:1989nx
6,12,0.961,37.5,0.643,2795.0,78.0,Sealock:1989nx
6,12,0.961,37.5,0.653,2868.0,93.96,Sealock:1989nx
6,12,0.961,37.5,0.6629999999999999,2998.0,126.4,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.127,795.6,62.16,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.13699999999999998,1187.0,70.08,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.147,1283.0,74.28,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.157,1612.0,82.32,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.16699999999999998,2130.0,93.72,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.177,2345.0,99.24,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.187,2833.0,82.68,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.19699999999999998,2999.0,75.96,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.207,3353.0,95.4,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.217,3688.0,114.7,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.22699999999999998,3738.0,115.7,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.237,3779.0,115.0,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.247,3814.0,98.88,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.257,3902.0,85.68,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.267,3800.0,114.2,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.27699999999999997,3629.0,122.3,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.287,3462.0,118.7,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.297,3179.0,113.0,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.307,3074.0,77.16,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.317,2759.0,71.52,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.327,2594.0,88.44,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.337,2514.0,86.28,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.34700000000000003,2266.0,81.48,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.35700000000000004,2299.0,63.24,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.36700000000000005,2225.0,58.32,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.377,2173.0,77.04,Sealock:1989nx
6,12,1.1079999999999999,37.5,0.387,2298.0,78.72,Sealock:1989nx
